"dataset";"record_id";"nome";"campo";"precedente";"valore_v7_6";"data_riesame";"stato_riesame";"fonti";"metodi";"nota"
"rete";"R2-07";"CSM Cinecittà";"telefono";"0641436200";"06 41436200 / 06 51009111";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-07";"CSM Cinecittà";"email";"uos.cinecitta@aslroma2.it";"uos.cinecitta@aslroma2.it";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-07";"CSM Cinecittà";"orari";"Lun–ven 08:00–20:00; sab e prefestivi 08:00–14:00";"Lun–ven 08–20; sab 08–14";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-07";"CSM Cinecittà";"accesso";"Primo accesso diretto dell’interessato/familiare, senza ricetta salvo prestazioni medico-legali";"Diretto lun–gio 09–12 e 15–18; ven 09–12; da confermare.";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-08";"CSM Tosti";"indirizzo";"Piazzale Antonio Tosti, 4";"Piazzale Antonio Tosti 4, Roma";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-08";"CSM Tosti";"telefono";"0651004299";"06 51004299";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-08";"CSM Tosti";"email";"csm.d8@aslroma2.it";"csm.d8@aslroma2.it";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-08";"CSM Tosti";"orari";"Lun–ven 07:50–19:50; sab 07:50–13:50";"Lun–ven 07:50–19:50; sab 07:50–13:50";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-08";"CSM Tosti";"accesso";"Primo accesso diretto dell’interessato/familiare, senza ricetta salvo prestazioni medico-legali";"Accesso diretto lun–ven 09:30–13 e 14:30–18:30; sab 09–12. Fonte 2025: confermare condizioni attuali.";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-09";"CSM Orio Vergani";"indirizzo";"Via Orio Vergani, 1";"Via Orio Vergani 1, Roma";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-09";"CSM Orio Vergani";"telefono";"0651008550 / 0651008508";"06 51008550 / 06 51008508";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-09";"CSM Orio Vergani";"email";"csm.d9@aslroma2.it";"csm.d9@aslroma2.it";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-09";"CSM Orio Vergani";"orari";"Lun–ven 07:40–19:40; sab 07:40–13:40";"Lun–ven 07:40–19:40; sab 07:40–13:40";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-09";"CSM Orio Vergani";"accesso";"Primo accesso diretto dell’interessato/familiare, senza ricetta salvo prestazioni medico-legali";"Accesso diretto lun–ven 09:30–13 e 14:30–18:30; sab 09–12. Fonte 2025: confermare condizioni attuali.";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-01";"DSM Roma 2 — coordinamento";"indirizzo";"Via Monza, 2";"Via Monza 2, terzo piano, Roma";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Riferimento della direzione nella Carta 2025; non sportello di prenotazione clinica."
"rete";"R2-01";"DSM Roma 2 — coordinamento";"telefono";"0651006526";"06 51006526";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Riferimento della direzione nella Carta 2025; non sportello di prenotazione clinica."
"rete";"R2-01";"DSM Roma 2 — coordinamento";"email";"ND — non documentato nelle fonti consultate";"dsm@aslroma2.it";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Riferimento della direzione nella Carta 2025; non sportello di prenotazione clinica."
"rete";"R2-13";"SerD Distretto 7";"indirizzo";"Via dei Sestili, 7";"Via dei Sestili 7, Roma";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Orario unificato dalle due fasce sovrapposte esplicitamente riportate per mar/gio."
"rete";"R2-13";"SerD Distretto 7";"telefono";"0641436542";"06 41436542";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Orario unificato dalle due fasce sovrapposte esplicitamente riportate per mar/gio."
"rete";"R2-13";"SerD Distretto 7";"email";"patologie.dipendenza.d7@aslroma2.it";"patologie.dipendenza.d7@aslroma2.it";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Orario unificato dalle due fasce sovrapposte esplicitamente riportate per mar/gio."
"rete";"R2-13";"SerD Distretto 7";"accesso";"Accesso diretto; per il servizio penitenziario accesso ristretto al Polo Rebibbia secondo regole dell'istituto";"Accesso diretto negli orari di apertura.";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Orario unificato dalle due fasce sovrapposte esplicitamente riportate per mar/gio."
"rete";"R2-13";"SerD Distretto 7";"orari";"Lun/mer 08:15–15:00; mar/gio 08:15–15:00 e 14:15–19:00; ven 08:15–14:30";"Lun e mer 08:15–15; mar e gio 08:15–19; ven 08:15–14:30 secondo Carta 2025. Da confermare.";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Orario unificato dalle due fasce sovrapposte esplicitamente riportate per mar/gio."
"moduli";"MOD-048";"Dianova Palombara Sabina";"numero_orientamento";"";"800 012729";"2026-09-21";"riesame_parziale";"https://www.dianova.it/numero-verde-droga/ | https://www.dianova.it/palombara/";"pagina_gestore | pagina_gestore";"La linea nazionale non è un recapito clinico esclusivo della comunità; contratto e posti non riesaminati."
"moduli";"MOD-048";"Dianova Palombara Sabina";"orari_orientamento";"";"Lun–ven 09–17; linea nazionale, non segreteria della sede.";"2026-09-21";"riesame_parziale";"https://www.dianova.it/numero-verde-droga/ | https://www.dianova.it/palombara/";"pagina_gestore | pagina_gestore";"La linea nazionale non è un recapito clinico esclusivo della comunità; contratto e posti non riesaminati."
"moduli";"MOD-048";"Dianova Palombara Sabina";"modalita_invio";"";"Orientamento Dianova e raccordo con il servizio pubblico competente; confermare ammissione e copertura con SerD.";"2026-09-21";"riesame_parziale";"https://www.dianova.it/numero-verde-droga/ | https://www.dianova.it/palombara/";"pagina_gestore | pagina_gestore";"La linea nazionale non è un recapito clinico esclusivo della comunità; contratto e posti non riesaminati."
"scuole";"SCU-004";"Identificativo nel dataset scolastico V7.5";"periodo_validita";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"A.S. 2025/2026, circolare del 06/11/2025. Rinnovo 2026/2027 non documentato.";"2026-09-21";"correzione_temporale";"https://www.icaretusa.edu.it/circolare/sportello-dascolto-psicologico/";"pagina_ufficiale";"Correzione della precedente attribuzione al 2026/27 basata sul contenitore del sito."
"scuole";"SCU-004";"Identificativo nel dataset scolastico V7.5";"stato_dato";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"Storico 2025/26 – rinnovo da confermare";"2026-09-21";"correzione_temporale";"https://www.icaretusa.edu.it/circolare/sportello-dascolto-psicologico/";"pagina_ufficiale";"Correzione della precedente attribuzione al 2026/27 basata sul contenitore del sito."
"scuole";"SCU-004";"Identificativo nel dataset scolastico V7.5";"ammessi";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"Studenti, genitori e personale scolastico secondo la circolare.";"2026-09-21";"correzione_temporale";"https://www.icaretusa.edu.it/circolare/sportello-dascolto-psicologico/";"pagina_ufficiale";"Correzione della precedente attribuzione al 2026/27 basata sul contenitore del sito."
"scuole";"SCU-008";"Identificativo nel dataset scolastico V7.5";"periodo_validita";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"Progetto 2023–2025; disponibilità nell’A.S. 2026/27 non documentata.";"2026-09-21";"correzione_temporale";"https://www.icmanuzio.edu.it/sportello-di-ascolto-psicologico-bando-regione-lazio/";"indice_ufficiale";"Non confondere l’anno del sito con la validità dello sportello."
"scuole";"SCU-008";"Identificativo nel dataset scolastico V7.5";"stato_dato";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"Storico – rinnovo da confermare";"2026-09-21";"correzione_temporale";"https://www.icmanuzio.edu.it/sportello-di-ascolto-psicologico-bando-regione-lazio/";"indice_ufficiale";"Non confondere l’anno del sito con la validità dello sportello."
"scuole";"SCU-009";"Identificativo nel dataset scolastico V7.5";"periodo_validita";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"Attivazione documentata 03/11/2025; rinnovo A.S. 2026/27 non acquisito.";"2026-09-21";"correzione_temporale";"https://liceoaprilia.edu.it/";"indice_ufficiale";"Avviso 2025 presente in sito con altre notizie 2026: non attribuita nuova attivazione."
"scuole";"SCU-009";"Identificativo nel dataset scolastico V7.5";"stato_dato";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"Storico 2025/26 – rinnovo da confermare";"2026-09-21";"correzione_temporale";"https://liceoaprilia.edu.it/";"indice_ufficiale";"Avviso 2025 presente in sito con altre notizie 2026: non attribuita nuova attivazione."
"scuole";"SCU-012";"Identificativo nel dataset scolastico V7.5";"comune";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"Poggio Mirteto (sede centrale); plesso dello sportello da confermare";"2026-09-21";"correzione_sede_istituto";"https://www.istitutocomprensivobassasabina.edu.it/luogo/sede-centrale/";"indice_ufficiale";"Indirizzo di segreteria, non automaticamente sede del colloquio."
"scuole";"SCU-012";"Identificativo nel dataset scolastico V7.5";"telefono_email_link";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"Via Angelo Bulgarelli snc, Poggio Mirteto; 0765 24232; RIIC82500N@istruzione.it";"2026-09-21";"correzione_sede_istituto";"https://www.istitutocomprensivobassasabina.edu.it/luogo/sede-centrale/";"indice_ufficiale";"Indirizzo di segreteria, non automaticamente sede del colloquio."
"scuole";"SCU-007";"Identificativo nel dataset scolastico V7.5";"tipo_record";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"segnalazione_programma_nazionale";"2026-09-21";"correzione_ambito";"https://www.istitutocomprensivofrosinonequarto.edu.it/pagine/ascoltami--sportello-psicologico-supporto-per-studentesse-e-studenti";"indice_ufficiale";"Conservato il record senza contarlo come sportello fisico attivo."
"scuole";"SCU-007";"Identificativo nel dataset scolastico V7.5";"programma_id";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"ASCOLTAMI";"2026-09-21";"correzione_ambito";"https://www.istitutocomprensivofrosinonequarto.edu.it/pagine/ascoltami--sportello-psicologico-supporto-per-studentesse-e-studenti";"indice_ufficiale";"Conservato il record senza contarlo come sportello fisico attivo."
"scuole";"SCU-007";"Identificativo nel dataset scolastico V7.5";"stato_dato";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"Segnalazione di programma nazionale – non sportello locale confermato";"2026-09-21";"correzione_ambito";"https://www.istitutocomprensivofrosinonequarto.edu.it/pagine/ascoltami--sportello-psicologico-supporto-per-studentesse-e-studenti";"indice_ufficiale";"Conservato il record senza contarlo come sportello fisico attivo."
"scuole";"SCU-007";"Identificativo nel dataset scolastico V7.5";"modalita_accesso";"Confronto con il record V7.5 al momento dell’applicazione; non ricostruito da memoria.";"Avviso relativo ad AscoltaMI sulla piattaforma nazionale; non prova di uno sportello autonomo in sede.";"2026-09-21";"correzione_ambito";"https://www.istitutocomprensivofrosinonequarto.edu.it/pagine/ascoltami--sportello-psicologico-supporto-per-studentesse-e-studenti";"indice_ufficiale";"Conservato il record senza contarlo come sportello fisico attivo."
